Generated by http://statistics.gov.scot,2018-07-27T10:33:24+00:00
http://statistics.gov.scot/data/scottish-index-multiple-deprivation,Scottish Index of Multiple Deprivation 2004-2012
measure type,Decile
Reference Period,2004
Measure (cell values): ,Decile(Decile)

,,http://statistics.gov.scot/def/concept/simd-domain/access-to-services,http://statistics.gov.scot/def/concept/simd-domain/education-skills-and-training,http://statistics.gov.scot/def/concept/simd-domain/employment,http://statistics.gov.scot/def/concept/simd-domain/health,http://statistics.gov.scot/def/concept/simd-domain/housing,http://statistics.gov.scot/def/concept/simd-domain/income,http://statistics.gov.scot/def/concept/simd-domain/simd
http://statistics.gov.scot/id/statistical-geography/S01005623,S01005623,3,7,6,4,8,6,6
http://statistics.gov.scot/id/statistical-geography/S01005624,S01005624,8,9,8,8,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01005625,S01005625,8,9,6,7,9,8,8
http://statistics.gov.scot/id/statistical-geography/S01005626,S01005626,4,5,4,4,3,3,4
http://statistics.gov.scot/id/statistical-geography/S01005627,S01005627,6,7,7,6,9,7,7
http://statistics.gov.scot/id/statistical-geography/S01005628,S01005628,1,3,3,2,5,2,2
http://statistics.gov.scot/id/statistical-geography/S01005629,S01005629,8,10,9,8,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01005630,S01005630,9,8,5,4,7,6,7
http://statistics.gov.scot/id/statistical-geography/S01005631,S01005631,1,6,5,3,8,5,4
http://statistics.gov.scot/id/statistical-geography/S01005632,S01005632,10,7,6,4,6,7,7
http://statistics.gov.scot/id/statistical-geography/S01005633,S01005633,8,5,4,3,6,5,5
http://statistics.gov.scot/id/statistical-geography/S01005634,S01005634,9,9,7,8,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01005635,S01005635,7,10,7,9,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01005636,S01005636,9,8,7,6,9,7,8
http://statistics.gov.scot/id/statistical-geography/S01005637,S01005637,1,6,6,6,8,6,5
http://statistics.gov.scot/id/statistical-geography/S01005638,S01005638,9,8,7,5,10,8,8
http://statistics.gov.scot/id/statistical-geography/S01005639,S01005639,3,2,3,2,6,3,2
http://statistics.gov.scot/id/statistical-geography/S01005640,S01005640,1,5,6,7,5,6,5
http://statistics.gov.scot/id/statistical-geography/S01005641,S01005641,1,6,5,5,8,4,4
http://statistics.gov.scot/id/statistical-geography/S01005642,S01005642,1,10,9,9,10,8,8
http://statistics.gov.scot/id/statistical-geography/S01005643,S01005643,3,10,9,8,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01005644,S01005644,4,10,10,8,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01005645,S01005645,5,10,8,9,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01005646,S01005646,9,8,4,3,3,4,4
http://statistics.gov.scot/id/statistical-geography/S01005647,S01005647,9,10,8,7,7,8,9
http://statistics.gov.scot/id/statistical-geography/S01005648,S01005648,2,5,3,6,8,5,4
http://statistics.gov.scot/id/statistical-geography/S01005649,S01005649,4,6,4,3,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01005650,S01005650,6,3,4,3,5,2,3
http://statistics.gov.scot/id/statistical-geography/S01005651,S01005651,6,6,4,3,3,4,4
http://statistics.gov.scot/id/statistical-geography/S01005652,S01005652,1,6,6,5,7,5,5
http://statistics.gov.scot/id/statistical-geography/S01005653,S01005653,5,5,4,5,6,4,5
http://statistics.gov.scot/id/statistical-geography/S01005654,S01005654,3,8,5,6,10,6,6
http://statistics.gov.scot/id/statistical-geography/S01005655,S01005655,4,8,6,7,8,8,7
http://statistics.gov.scot/id/statistical-geography/S01005656,S01005656,7,3,3,2,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01005657,S01005657,4,5,5,6,8,5,5
http://statistics.gov.scot/id/statistical-geography/S01005658,S01005658,6,9,9,9,9,10,10
http://statistics.gov.scot/id/statistical-geography/S01005659,S01005659,5,10,8,9,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01005660,S01005660,5,5,4,4,5,5,5
http://statistics.gov.scot/id/statistical-geography/S01005661,S01005661,8,9,8,8,8,9,10
http://statistics.gov.scot/id/statistical-geography/S01005662,S01005662,3,10,8,7,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01005663,S01005663,2,10,8,7,10,8,8
http://statistics.gov.scot/id/statistical-geography/S01005664,S01005664,3,9,9,8,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01005665,S01005665,2,9,9,8,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01005666,S01005666,4,4,3,4,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01005667,S01005667,4,9,7,7,8,6,8
http://statistics.gov.scot/id/statistical-geography/S01005668,S01005668,2,6,6,7,6,5,6
http://statistics.gov.scot/id/statistical-geography/S01005669,S01005669,1,6,6,6,6,6,5
http://statistics.gov.scot/id/statistical-geography/S01005670,S01005670,2,5,5,4,5,4,4
http://statistics.gov.scot/id/statistical-geography/S01005671,S01005671,2,5,6,7,8,6,6
http://statistics.gov.scot/id/statistical-geography/S01005672,S01005672,6,1,2,4,5,2,2
http://statistics.gov.scot/id/statistical-geography/S01005673,S01005673,2,9,9,7,7,7,8
http://statistics.gov.scot/id/statistical-geography/S01005674,S01005674,5,6,6,5,6,6,6
http://statistics.gov.scot/id/statistical-geography/S01005675,S01005675,2,2,1,2,5,1,1
http://statistics.gov.scot/id/statistical-geography/S01005676,S01005676,6,2,3,5,4,3,3
http://statistics.gov.scot/id/statistical-geography/S01005677,S01005677,1,7,8,9,9,8,7
http://statistics.gov.scot/id/statistical-geography/S01005678,S01005678,2,8,8,7,9,7,7
http://statistics.gov.scot/id/statistical-geography/S01005679,S01005679,2,3,5,8,5,7,5
http://statistics.gov.scot/id/statistical-geography/S01005680,S01005680,1,6,4,5,8,3,3
http://statistics.gov.scot/id/statistical-geography/S01005681,S01005681,5,6,8,7,8,6,7
http://statistics.gov.scot/id/statistical-geography/S01005682,S01005682,7,9,9,6,8,9,9
http://statistics.gov.scot/id/statistical-geography/S01005683,S01005683,6,1,2,3,3,1,2
http://statistics.gov.scot/id/statistical-geography/S01005684,S01005684,9,2,3,4,4,4,3
http://statistics.gov.scot/id/statistical-geography/S01005685,S01005685,1,7,8,6,7,8,6
http://statistics.gov.scot/id/statistical-geography/S01005686,S01005686,10,6,5,7,5,5,6
http://statistics.gov.scot/id/statistical-geography/S01005687,S01005687,1,7,7,7,7,7,6
http://statistics.gov.scot/id/statistical-geography/S01005688,S01005688,5,7,6,8,9,7,7
http://statistics.gov.scot/id/statistical-geography/S01005689,S01005689,1,8,8,8,9,9,8
http://statistics.gov.scot/id/statistical-geography/S01005690,S01005690,1,7,8,7,6,8,7
http://statistics.gov.scot/id/statistical-geography/S01005691,S01005691,2,5,6,6,8,7,6
http://statistics.gov.scot/id/statistical-geography/S01005692,S01005692,1,7,7,7,6,5,5
http://statistics.gov.scot/id/statistical-geography/S01005693,S01005693,6,9,7,9,10,8,9
http://statistics.gov.scot/id/statistical-geography/S01005694,S01005694,4,1,2,4,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01005695,S01005695,3,5,4,4,5,3,4
http://statistics.gov.scot/id/statistical-geography/S01005696,S01005696,9,4,5,6,5,4,5
http://statistics.gov.scot/id/statistical-geography/S01005697,S01005697,9,2,1,4,5,2,2
http://statistics.gov.scot/id/statistical-geography/S01005698,S01005698,7,8,6,6,8,7,7
http://statistics.gov.scot/id/statistical-geography/S01005699,S01005699,10,6,4,4,7,4,5
http://statistics.gov.scot/id/statistical-geography/S01005700,S01005700,5,6,6,5,9,5,6
http://statistics.gov.scot/id/statistical-geography/S01005701,S01005701,7,4,1,2,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01005702,S01005702,2,2,3,4,5,4,3
http://statistics.gov.scot/id/statistical-geography/S01005703,S01005703,7,8,8,8,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01005704,S01005704,9,4,3,4,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01005705,S01005705,1,8,8,7,8,4,6
http://statistics.gov.scot/id/statistical-geography/S01005706,S01005706,9,10,8,8,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01005707,S01005707,9,3,3,3,5,4,3
http://statistics.gov.scot/id/statistical-geography/S01005708,S01005708,10,5,4,3,6,5,5
http://statistics.gov.scot/id/statistical-geography/S01005709,S01005709,6,3,3,3,4,2,3
http://statistics.gov.scot/id/statistical-geography/S01005710,S01005710,4,8,7,6,9,7,8
http://statistics.gov.scot/id/statistical-geography/S01005711,S01005711,9,10,7,9,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01005712,S01005712,6,5,4,4,6,6,5
http://statistics.gov.scot/id/statistical-geography/S01005713,S01005713,5,8,7,8,9,7,8
http://statistics.gov.scot/id/statistical-geography/S01005714,S01005714,4,6,6,5,9,7,6
http://statistics.gov.scot/id/statistical-geography/S01005715,S01005715,6,6,5,5,7,6,6
http://statistics.gov.scot/id/statistical-geography/S01005716,S01005716,5,9,9,8,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01005717,S01005717,4,7,7,9,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01005718,S01005718,10,8,4,4,6,5,5
http://statistics.gov.scot/id/statistical-geography/S01005719,S01005719,6,9,8,8,7,8,9
http://statistics.gov.scot/id/statistical-geography/S01005720,S01005720,8,9,9,9,9,9,10
http://statistics.gov.scot/id/statistical-geography/S01005721,S01005721,5,3,2,3,5,2,2
http://statistics.gov.scot/id/statistical-geography/S01005722,S01005722,4,9,8,7,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01005723,S01005723,9,7,6,5,7,5,6
http://statistics.gov.scot/id/statistical-geography/S01005724,S01005724,9,10,9,9,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01005725,S01005725,3,7,6,5,9,7,7
http://statistics.gov.scot/id/statistical-geography/S01005726,S01005726,2,7,6,5,5,6,6
http://statistics.gov.scot/id/statistical-geography/S01005727,S01005727,1,7,6,6,8,7,6
http://statistics.gov.scot/id/statistical-geography/S01005728,S01005728,6,3,4,5,6,5,4
http://statistics.gov.scot/id/statistical-geography/S01005729,S01005729,5,1,2,4,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01005730,S01005730,10,5,5,5,6,4,5
http://statistics.gov.scot/id/statistical-geography/S01005731,S01005731,5,5,2,5,5,4,3
http://statistics.gov.scot/id/statistical-geography/S01005732,S01005732,8,4,4,4,4,3,4
http://statistics.gov.scot/id/statistical-geography/S01005733,S01005733,4,7,6,6,9,7,7
http://statistics.gov.scot/id/statistical-geography/S01005734,S01005734,2,8,7,7,9,7,7
http://statistics.gov.scot/id/statistical-geography/S01005735,S01005735,4,6,8,6,9,8,8
http://statistics.gov.scot/id/statistical-geography/S01005736,S01005736,8,7,6,4,9,6,6
http://statistics.gov.scot/id/statistical-geography/S01005737,S01005737,6,3,3,3,7,3,3
http://statistics.gov.scot/id/statistical-geography/S01005738,S01005738,2,2,2,4,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01005739,S01005739,1,7,1,8,8,5,3
http://statistics.gov.scot/id/statistical-geography/S01005740,S01005740,1,8,9,8,5,7,6
http://statistics.gov.scot/id/statistical-geography/S01005741,S01005741,1,6,6,6,7,6,5
http://statistics.gov.scot/id/statistical-geography/S01005742,S01005742,4,7,5,7,8,6,6
http://statistics.gov.scot/id/statistical-geography/S01005743,S01005743,1,8,9,10,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01005744,S01005744,5,2,2,2,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01005745,S01005745,3,1,2,3,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01005746,S01005746,2,8,7,8,8,7,7
http://statistics.gov.scot/id/statistical-geography/S01005747,S01005747,5,6,6,6,7,6,7
http://statistics.gov.scot/id/statistical-geography/S01005748,S01005748,5,2,1,2,2,2,1
http://statistics.gov.scot/id/statistical-geography/S01005749,S01005749,2,8,6,7,9,8,7
http://statistics.gov.scot/id/statistical-geography/S01005750,S01005750,4,3,4,5,8,3,4
http://statistics.gov.scot/id/statistical-geography/S01005751,S01005751,2,5,5,6,8,6,5
http://statistics.gov.scot/id/statistical-geography/S01005752,S01005752,5,1,1,2,4,1,1
http://statistics.gov.scot/id/statistical-geography/S01005753,S01005753,8,5,5,6,6,5,6
http://statistics.gov.scot/id/statistical-geography/S01005754,S01005754,8,7,6,6,8,6,7
http://statistics.gov.scot/id/statistical-geography/S01005755,S01005755,6,1,1,2,3,2,1
http://statistics.gov.scot/id/statistical-geography/S01005756,S01005756,6,1,3,3,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01005757,S01005757,8,1,1,1,4,1,1
http://statistics.gov.scot/id/statistical-geography/S01005758,S01005758,4,4,4,6,5,4,4
http://statistics.gov.scot/id/statistical-geography/S01005759,S01005759,7,2,1,2,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01005760,S01005760,6,7,7,7,8,7,8
http://statistics.gov.scot/id/statistical-geography/S01005761,S01005761,7,9,9,6,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01005762,S01005762,3,1,1,1,2,2,1
http://statistics.gov.scot/id/statistical-geography/S01005763,S01005763,1,8,6,8,8,7,6
http://statistics.gov.scot/id/statistical-geography/S01005764,S01005764,7,2,1,1,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01005765,S01005765,9,4,3,2,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01005766,S01005766,8,9,7,4,8,7,7
http://statistics.gov.scot/id/statistical-geography/S01005767,S01005767,6,7,9,9,8,10,10
http://statistics.gov.scot/id/statistical-geography/S01005768,S01005768,9,4,3,2,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01005769,S01005769,9,2,2,2,4,2,2
http://statistics.gov.scot/id/statistical-geography/S01005770,S01005770,10,5,4,3,5,3,4
http://statistics.gov.scot/id/statistical-geography/S01005771,S01005771,6,9,7,9,9,10,10
http://statistics.gov.scot/id/statistical-geography/S01005772,S01005772,9,7,6,7,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01005773,S01005773,7,8,9,8,9,9,10
http://statistics.gov.scot/id/statistical-geography/S01005774,S01005774,3,3,5,4,3,5,4
http://statistics.gov.scot/id/statistical-geography/S01005775,S01005775,7,4,2,2,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01005776,S01005776,9,4,4,5,7,8,6
http://statistics.gov.scot/id/statistical-geography/S01005777,S01005777,4,6,5,4,7,5,5
http://statistics.gov.scot/id/statistical-geography/S01005778,S01005778,8,4,3,4,5,4,4
http://statistics.gov.scot/id/statistical-geography/S01005779,S01005779,1,8,6,6,8,7,6
http://statistics.gov.scot/id/statistical-geography/S01005780,S01005780,2,8,9,9,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01005781,S01005781,9,5,3,4,4,5,4
http://statistics.gov.scot/id/statistical-geography/S01005782,S01005782,8,4,2,2,4,2,3
http://statistics.gov.scot/id/statistical-geography/S01005783,S01005783,2,5,7,5,8,7,6
http://statistics.gov.scot/id/statistical-geography/S01005784,S01005784,3,8,9,8,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01005785,S01005785,5,7,7,9,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01005786,S01005786,1,4,5,5,3,4,4
http://statistics.gov.scot/id/statistical-geography/S01005787,S01005787,3,5,7,6,6,5,6
http://statistics.gov.scot/id/statistical-geography/S01005788,S01005788,5,5,2,4,6,5,4
http://statistics.gov.scot/id/statistical-geography/S01005789,S01005789,1,6,7,9,4,6,6
http://statistics.gov.scot/id/statistical-geography/S01005790,S01005790,3,5,5,6,4,4,5
http://statistics.gov.scot/id/statistical-geography/S01005791,S01005791,7,5,5,6,5,6,6
http://statistics.gov.scot/id/statistical-geography/S01005792,S01005792,2,3,4,7,4,3,3
http://statistics.gov.scot/id/statistical-geography/S01005793,S01005793,2,5,6,7,4,6,5
http://statistics.gov.scot/id/statistical-geography/S01005794,S01005794,5,7,5,7,9,8,7
http://statistics.gov.scot/id/statistical-geography/S01005795,S01005795,2,4,4,6,6,3,4
http://statistics.gov.scot/id/statistical-geography/S01005796,S01005796,2,7,5,5,7,7,6
http://statistics.gov.scot/id/statistical-geography/S01005797,S01005797,4,8,8,10,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01005798,S01005798,2,5,4,2,5,3,3
http://statistics.gov.scot/id/statistical-geography/S01005799,S01005799,3,4,5,4,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01005800,S01005800,7,4,4,4,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01005801,S01005801,1,5,6,6,5,3,4
http://statistics.gov.scot/id/statistical-geography/S01005802,S01005802,1,6,7,7,9,8,6
http://statistics.gov.scot/id/statistical-geography/S01005803,S01005803,2,5,5,5,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01005804,S01005804,2,4,3,5,4,4,3
http://statistics.gov.scot/id/statistical-geography/S01005805,S01005805,4,6,8,8,8,8,8
http://statistics.gov.scot/id/statistical-geography/S01005806,S01005806,4,2,3,3,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01005807,S01005807,3,4,4,5,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01005808,S01005808,2,4,4,5,4,4,4
http://statistics.gov.scot/id/statistical-geography/S01005809,S01005809,2,4,4,6,5,5,4
http://statistics.gov.scot/id/statistical-geography/S01005810,S01005810,1,5,5,4,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01005811,S01005811,4,5,4,4,3,3,4
http://statistics.gov.scot/id/statistical-geography/S01005812,S01005812,2,6,8,8,8,6,7
http://statistics.gov.scot/id/statistical-geography/S01005813,S01005813,1,4,5,5,6,5,4
http://statistics.gov.scot/id/statistical-geography/S01005814,S01005814,6,2,2,3,2,2,2
http://statistics.gov.scot/id/statistical-geography/S01005815,S01005815,3,4,5,5,5,5,5
http://statistics.gov.scot/id/statistical-geography/S01005816,S01005816,3,5,4,5,4,5,4
http://statistics.gov.scot/id/statistical-geography/S01005817,S01005817,2,8,9,9,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01005818,S01005818,8,8,9,10,9,10,10
http://statistics.gov.scot/id/statistical-geography/S01005819,S01005819,5,2,3,4,2,3,3
http://statistics.gov.scot/id/statistical-geography/S01005820,S01005820,2,4,6,7,5,5,5
http://statistics.gov.scot/id/statistical-geography/S01005821,S01005821,3,4,6,5,5,5,5
http://statistics.gov.scot/id/statistical-geography/S01005822,S01005822,3,5,5,6,6,6,6
http://statistics.gov.scot/id/statistical-geography/S01005823,S01005823,2,6,6,6,8,5,5
http://statistics.gov.scot/id/statistical-geography/S01005824,S01005824,2,9,8,9,10,9,8
http://statistics.gov.scot/id/statistical-geography/S01005825,S01005825,4,6,5,3,6,4,5
http://statistics.gov.scot/id/statistical-geography/S01005826,S01005826,2,9,9,9,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01005827,S01005827,1,8,8,8,7,8,8
http://statistics.gov.scot/id/statistical-geography/S01005828,S01005828,5,6,4,5,6,4,4
http://statistics.gov.scot/id/statistical-geography/S01005829,S01005829,3,8,8,8,10,9,8
http://statistics.gov.scot/id/statistical-geography/S01005830,S01005830,2,6,3,5,5,5,4
http://statistics.gov.scot/id/statistical-geography/S01005831,S01005831,2,9,6,8,9,7,7
http://statistics.gov.scot/id/statistical-geography/S01005832,S01005832,10,2,3,3,4,3,3
http://statistics.gov.scot/id/statistical-geography/S01005833,S01005833,4,6,5,4,6,6,5
http://statistics.gov.scot/id/statistical-geography/S01005834,S01005834,10,5,4,4,4,4,4
http://statistics.gov.scot/id/statistical-geography/S01005835,S01005835,1,9,9,9,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01005836,S01005836,2,9,8,9,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01005837,S01005837,2,7,9,8,10,10,8
http://statistics.gov.scot/id/statistical-geography/S01005838,S01005838,2,3,4,6,7,5,4
http://statistics.gov.scot/id/statistical-geography/S01005839,S01005839,4,6,8,7,5,8,8
http://statistics.gov.scot/id/statistical-geography/S01005840,S01005840,6,6,5,5,7,6,6
http://statistics.gov.scot/id/statistical-geography/S01005841,S01005841,5,4,6,5,6,5,6
http://statistics.gov.scot/id/statistical-geography/S01005842,S01005842,5,7,4,3,7,3,4
http://statistics.gov.scot/id/statistical-geography/S01005843,S01005843,1,7,7,8,7,8,7
http://statistics.gov.scot/id/statistical-geography/S01005844,S01005844,2,7,6,7,7,7,7
http://statistics.gov.scot/id/statistical-geography/S01005845,S01005845,3,9,9,8,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01005846,S01005846,5,5,4,5,4,5,5
http://statistics.gov.scot/id/statistical-geography/S01005847,S01005847,5,7,5,5,8,5,6
http://statistics.gov.scot/id/statistical-geography/S01005848,S01005848,3,3,2,2,3,3,2
http://statistics.gov.scot/id/statistical-geography/S01005849,S01005849,6,6,3,5,8,5,5
http://statistics.gov.scot/id/statistical-geography/S01005850,S01005850,5,3,2,2,5,3,2
http://statistics.gov.scot/id/statistical-geography/S01005851,S01005851,5,5,4,4,7,5,5
http://statistics.gov.scot/id/statistical-geography/S01005852,S01005852,3,8,6,6,7,7,7
http://statistics.gov.scot/id/statistical-geography/S01005853,S01005853,3,6,5,5,4,6,6
http://statistics.gov.scot/id/statistical-geography/S01005854,S01005854,4,2,3,4,2,3,2
http://statistics.gov.scot/id/statistical-geography/S01005855,S01005855,8,3,1,2,2,1,2
http://statistics.gov.scot/id/statistical-geography/S01005856,S01005856,6,5,6,4,4,5,5
http://statistics.gov.scot/id/statistical-geography/S01005857,S01005857,9,4,2,3,4,2,3
http://statistics.gov.scot/id/statistical-geography/S01005858,S01005858,2,3,4,4,2,4,3
http://statistics.gov.scot/id/statistical-geography/S01005859,S01005859,2,9,7,7,7,7,7
http://statistics.gov.scot/id/statistical-geography/S01005860,S01005860,6,5,4,5,4,4,4
http://statistics.gov.scot/id/statistical-geography/S01005861,S01005861,2,9,10,10,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01005862,S01005862,4,8,6,6,8,7,7
http://statistics.gov.scot/id/statistical-geography/S01005863,S01005863,3,6,5,5,6,6,6
http://statistics.gov.scot/id/statistical-geography/S01005864,S01005864,4,5,4,4,8,5,5
http://statistics.gov.scot/id/statistical-geography/S01005865,S01005865,5,4,2,2,5,3,2
http://statistics.gov.scot/id/statistical-geography/S01005866,S01005866,3,9,7,6,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01005867,S01005867,6,4,4,4,7,5,5
http://statistics.gov.scot/id/statistical-geography/S01005868,S01005868,4,9,8,8,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01005869,S01005869,7,1,1,2,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01005870,S01005870,7,5,4,4,7,4,5
http://statistics.gov.scot/id/statistical-geography/S01005871,S01005871,5,7,6,7,6,6,7
http://statistics.gov.scot/id/statistical-geography/S01005872,S01005872,4,8,7,7,8,8,8
http://statistics.gov.scot/id/statistical-geography/S01005873,S01005873,4,6,6,7,5,5,6
http://statistics.gov.scot/id/statistical-geography/S01005874,S01005874,7,1,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01005875,S01005875,6,4,6,5,8,6,6
http://statistics.gov.scot/id/statistical-geography/S01005876,S01005876,5,9,9,9,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01005877,S01005877,4,5,5,5,6,5,5
http://statistics.gov.scot/id/statistical-geography/S01005878,S01005878,2,8,9,9,6,10,9
http://statistics.gov.scot/id/statistical-geography/S01005879,S01005879,7,4,5,6,4,7,6
http://statistics.gov.scot/id/statistical-geography/S01005880,S01005880,7,1,1,1,2,2,1
http://statistics.gov.scot/id/statistical-geography/S01005881,S01005881,3,5,3,4,4,4,4
http://statistics.gov.scot/id/statistical-geography/S01005882,S01005882,1,9,10,9,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01005883,S01005883,4,5,5,6,6,6,6
http://statistics.gov.scot/id/statistical-geography/S01005884,S01005884,9,10,6,6,10,8,8
http://statistics.gov.scot/id/statistical-geography/S01005885,S01005885,8,9,7,7,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01005886,S01005886,5,10,9,8,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01005887,S01005887,6,8,5,5,7,6,6
http://statistics.gov.scot/id/statistical-geography/S01005888,S01005888,5,4,2,4,4,3,3
http://statistics.gov.scot/id/statistical-geography/S01005889,S01005889,9,7,4,2,7,4,5
http://statistics.gov.scot/id/statistical-geography/S01005890,S01005890,3,9,10,9,8,10,9
http://statistics.gov.scot/id/statistical-geography/S01005891,S01005891,5,1,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01005892,S01005892,7,3,1,2,2,2,2
http://statistics.gov.scot/id/statistical-geography/S01005893,S01005893,5,4,5,6,5,5,5
http://statistics.gov.scot/id/statistical-geography/S01005894,S01005894,7,7,6,6,6,5,6
http://statistics.gov.scot/id/statistical-geography/S01005895,S01005895,3,10,8,8,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01005896,S01005896,8,9,7,8,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01005897,S01005897,8,8,6,7,7,7,7
http://statistics.gov.scot/id/statistical-geography/S01005898,S01005898,4,5,6,6,5,6,6
http://statistics.gov.scot/id/statistical-geography/S01005899,S01005899,9,6,3,3,4,3,4
http://statistics.gov.scot/id/statistical-geography/S01005900,S01005900,9,9,7,7,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01005901,S01005901,3,8,8,8,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01005902,S01005902,5,10,8,9,10,7,9
http://statistics.gov.scot/id/statistical-geography/S01005903,S01005903,7,6,4,5,7,5,5
http://statistics.gov.scot/id/statistical-geography/S01005904,S01005904,5,7,6,6,5,7,7
http://statistics.gov.scot/id/statistical-geography/S01005905,S01005905,3,7,7,6,5,8,7
http://statistics.gov.scot/id/statistical-geography/S01005906,S01005906,7,5,4,6,5,4,5
http://statistics.gov.scot/id/statistical-geography/S01005907,S01005907,6,5,4,4,4,5,4
http://statistics.gov.scot/id/statistical-geography/S01005908,S01005908,9,7,4,4,4,4,5
http://statistics.gov.scot/id/statistical-geography/S01005909,S01005909,5,8,9,5,8,8,8
http://statistics.gov.scot/id/statistical-geography/S01005910,S01005910,3,10,8,8,10,8,9
http://statistics.gov.scot/id/statistical-geography/S01005911,S01005911,4,7,5,3,6,5,5
http://statistics.gov.scot/id/statistical-geography/S01005912,S01005912,5,7,5,7,5,5,6
http://statistics.gov.scot/id/statistical-geography/S01005913,S01005913,7,1,1,2,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01005914,S01005914,10,7,3,4,4,4,4
http://statistics.gov.scot/id/statistical-geography/S01005915,S01005915,8,5,5,5,5,5,6
http://statistics.gov.scot/id/statistical-geography/S01005916,S01005916,2,10,9,8,10,8,8
http://statistics.gov.scot/id/statistical-geography/S01005917,S01005917,5,2,1,2,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01005918,S01005918,9,8,5,4,6,4,6
http://statistics.gov.scot/id/statistical-geography/S01005919,S01005919,3,8,7,9,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01005920,S01005920,8,6,5,6,5,5,6
http://statistics.gov.scot/id/statistical-geography/S01005921,S01005921,7,6,5,4,4,6,5
http://statistics.gov.scot/id/statistical-geography/S01005922,S01005922,7,8,7,8,7,8,8
http://statistics.gov.scot/id/statistical-geography/S01005923,S01005923,5,7,6,6,5,8,7
http://statistics.gov.scot/id/statistical-geography/S01005924,S01005924,3,7,8,9,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01005925,S01005925,2,10,9,9,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01005926,S01005926,9,8,5,6,6,5,6
